"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"42669",36,"admin.","married","unknown","no",991,"no","no","cellular",14,"jan",589,2,-1,0,"unknown","yes"
"24706",55,"housemaid","single","secondary","no",1606,"no","no","telephone",17,"nov",762,1,-1,0,"unknown","no"
"29670",40,"unemployed","married","primary","no",-78,"no","no","cellular",3,"feb",2053,4,-1,0,"unknown","no"
"3849",59,"blue-collar","married","secondary","no",169,"yes","no","unknown",16,"may",181,3,-1,0,"unknown","no"
"41495",32,"management","single","tertiary","no",2915,"no","no","cellular",8,"sep",519,1,131,2,"failure","yes"
"1085",34,"blue-collar","married","secondary","no",615,"yes","no","unknown",7,"may",225,2,-1,0,"unknown","no"
"2377",30,"admin.","single","secondary","no",1374,"yes","no","unknown",13,"may",207,1,-1,0,"unknown","no"
"10485",49,"blue-collar","married","primary","no",361,"yes","no","unknown",16,"jun",513,2,-1,0,"unknown","yes"
"39290",24,"admin.","single","secondary","no",843,"yes","no","cellular",18,"may",22,2,-1,0,"unknown","no"
"38090",59,"retired","married","tertiary","no",422,"yes","no","cellular",14,"may",647,4,-1,0,"unknown","yes"
"4720",35,"blue-collar","married","unknown","no",4822,"yes","no","unknown",20,"may",843,2,-1,0,"unknown","yes"
"31373",37,"management","single","tertiary","no",1730,"no","no","cellular",19,"mar",167,1,-1,0,"unknown","yes"
"27234",47,"technician","married","secondary","no",834,"no","yes","cellular",21,"nov",902,1,133,2,"other","yes"
"36664",41,"unemployed","married","secondary","no",277,"yes","no","cellular",12,"may",152,3,351,2,"failure","no"
"14794",31,"services","married","secondary","no",-230,"yes","yes","cellular",16,"jul",715,1,-1,0,"unknown","no"
"33082",45,"blue-collar","married","secondary","no",-258,"yes","no","telephone",20,"apr",384,5,-1,0,"unknown","no"
"20278",46,"services","married","secondary","no",2703,"no","no","cellular",11,"aug",211,6,-1,0,"unknown","no"
"40567",34,"blue-collar","single","primary","no",79,"no","no","telephone",10,"jul",336,4,-1,0,"unknown","yes"
"39991",26,"technician","single","secondary","no",1231,"yes","no","cellular",3,"jun",385,2,96,5,"success","yes"
"34214",49,"management","married","tertiary","no",1,"no","no","telephone",4,"may",1076,3,175,1,"success","yes"
"15165",29,"services","single","secondary","no",37,"no","yes","cellular",17,"jul",309,2,-1,0,"unknown","no"
"3367",35,"entrepreneur","single","tertiary","no",-68,"yes","yes","unknown",15,"may",203,4,-1,0,"unknown","no"
"44490",31,"blue-collar","married","secondary","no",0,"yes","no","unknown",10,"aug",97,1,782,1,"other","yes"
"11836",39,"admin.","single","secondary","no",470,"yes","no","unknown",20,"jun",44,2,-1,0,"unknown","no"
"11038",39,"blue-collar","married","primary","no",1551,"no","no","unknown",17,"jun",264,16,-1,0,"unknown","no"
"44164",26,"blue-collar","single","secondary","no",2007,"no","no","cellular",13,"jul",272,3,182,2,"success","yes"
"37428",45,"management","married","tertiary","no",54,"yes","no","telephone",13,"may",107,3,-1,0,"unknown","no"
"235",55,"blue-collar","married","primary","no",627,"yes","no","unknown",5,"may",247,1,-1,0,"unknown","no"
"34401",59,"blue-collar","married","primary","no",6212,"yes","no","cellular",5,"may",574,2,-1,0,"unknown","no"
"42698",42,"technician","married","secondary","no",994,"yes","no","cellular",18,"jan",453,1,67,9,"success","yes"
"12565",33,"services","married","secondary","no",114,"no","yes","unknown",3,"jul",676,1,-1,0,"unknown","yes"
"6415",25,"services","married","secondary","no",4063,"yes","no","unknown",27,"may",64,1,-1,0,"unknown","no"
"20226",46,"admin.","married","secondary","no",1804,"no","no","cellular",11,"aug",80,2,-1,0,"unknown","no"
"16609",38,"blue-collar","single","primary","yes",-129,"yes","no","cellular",24,"jul",138,2,-1,0,"unknown","no"
"30985",40,"blue-collar","married","primary","no",3462,"yes","no","cellular",9,"feb",171,3,277,4,"other","no"
"23498",32,"management","single","tertiary","no",36,"no","no","cellular",28,"aug",108,7,-1,0,"unknown","no"
"24870",40,"services","divorced","secondary","no",1155,"no","yes","cellular",18,"nov",175,1,138,1,"failure","no"
"29102",31,"unemployed","single","secondary","no",284,"yes","no","cellular",2,"feb",855,1,-1,0,"unknown","yes"
"20729",54,"housemaid","married","primary","no",284,"no","no","telephone",13,"aug",127,4,-1,0,"unknown","no"
"33714",26,"student","single","tertiary","no",1134,"no","no","cellular",21,"apr",464,4,-1,0,"unknown","yes"
"31791",60,"admin.","divorced","secondary","no",12039,"no","no","telephone",8,"apr",236,1,-1,0,"unknown","yes"
"40643",47,"management","single","tertiary","no",86,"no","no","cellular",5,"aug",253,1,97,4,"success","yes"
"39718",25,"student","single","unknown","no",277,"no","no","cellular",27,"may",311,2,-1,0,"unknown","yes"
"31849",37,"technician","married","secondary","no",523,"yes","no","cellular",8,"apr",171,2,139,4,"failure","no"
"15648",32,"admin.","married","secondary","no",0,"yes","no","cellular",21,"jul",229,1,-1,0,"unknown","no"
"1367",51,"blue-collar","married","primary","no",0,"no","no","unknown",8,"may",384,1,-1,0,"unknown","no"
"42697",64,"retired","married","secondary","no",588,"no","no","cellular",18,"jan",366,1,91,2,"failure","yes"
"1961",34,"blue-collar","married","secondary","no",2137,"no","no","unknown",9,"may",245,4,-1,0,"unknown","no"
"691",29,"student","single","secondary","no",948,"yes","no","unknown",6,"may",75,2,-1,0,"unknown","no"
"24874",35,"blue-collar","married","secondary","no",153,"yes","no","cellular",18,"nov",645,2,-1,0,"unknown","no"
"11515",37,"admin.","married","secondary","no",0,"no","yes","unknown",19,"jun",176,2,-1,0,"unknown","no"
"31420",38,"admin.","married","tertiary","no",1988,"no","no","cellular",27,"mar",164,2,130,2,"failure","yes"
"21633",31,"management","single","tertiary","no",0,"no","no","cellular",19,"aug",155,4,-1,0,"unknown","no"
"40201",31,"technician","single","tertiary","no",252,"no","no","cellular",8,"jun",107,3,-1,0,"unknown","yes"
"28236",27,"management","single","tertiary","no",791,"no","no","cellular",29,"jan",620,1,-1,0,"unknown","no"
"23675",34,"technician","married","secondary","no",298,"no","no","cellular",28,"aug",42,10,-1,0,"unknown","no"
"33874",59,"retired","married","primary","no",363,"no","no","cellular",30,"apr",400,1,-1,0,"unknown","yes"
"23083",32,"technician","single","secondary","no",-5,"no","yes","cellular",26,"aug",300,4,-1,0,"unknown","no"
"13606",28,"blue-collar","married","secondary","no",368,"yes","no","cellular",9,"jul",174,7,-1,0,"unknown","no"
"36487",36,"blue-collar","single","primary","no",109,"yes","no","telephone",12,"may",200,2,370,2,"failure","no"
"40104",34,"admin.","single","secondary","no",303,"no","no","cellular",4,"jun",282,3,126,3,"failure","yes"
"32000",33,"management","single","tertiary","no",215,"yes","no","cellular",13,"apr",1058,1,17,1,"failure","no"
"20370",59,"retired","married","tertiary","no",1296,"no","no","cellular",11,"aug",862,11,-1,0,"unknown","no"
"33480",64,"retired","married","secondary","no",571,"yes","no","cellular",20,"apr",1422,2,-1,0,"unknown","yes"
"41579",34,"blue-collar","married","secondary","no",262,"no","no","cellular",15,"sep",89,2,106,1,"success","yes"
"39753",55,"admin.","married","secondary","no",602,"no","no","cellular",1,"jun",324,3,90,2,"success","yes"
"677",37,"blue-collar","married","primary","no",215,"yes","yes","unknown",6,"may",308,3,-1,0,"unknown","no"
"42937",22,"student","single","secondary","no",216,"no","no","cellular",8,"feb",363,1,187,1,"success","yes"
"40706",33,"unemployed","married","secondary","no",1211,"no","no","cellular",7,"aug",456,1,-1,0,"unknown","yes"
"365",59,"admin.","married","secondary","no",230,"yes","no","unknown",6,"may",190,3,-1,0,"unknown","no"
"33598",43,"blue-collar","married","secondary","no",2374,"no","no","cellular",20,"apr",316,2,264,2,"failure","no"
"41867",74,"retired","divorced","secondary","no",4079,"no","no","cellular",19,"oct",343,3,-1,0,"unknown","yes"
"35119",29,"management","married","tertiary","no",0,"yes","no","cellular",6,"may",667,2,-1,0,"unknown","yes"
"41147",31,"management","married","tertiary","no",537,"yes","no","cellular",18,"aug",216,1,-1,0,"unknown","yes"
"8569",39,"entrepreneur","divorced","tertiary","no",208,"yes","no","unknown",3,"jun",201,2,-1,0,"unknown","no"
"20628",31,"technician","single","tertiary","no",208,"no","no","cellular",12,"aug",1344,7,-1,0,"unknown","yes"
"8705",46,"admin.","married","primary","no",-335,"yes","no","unknown",3,"jun",272,1,-1,0,"unknown","no"
"21657",30,"technician","married","secondary","no",-189,"no","no","cellular",19,"aug",105,2,-1,0,"unknown","no"
"30828",28,"technician","married","secondary","no",-579,"yes","yes","cellular",9,"feb",84,2,-1,0,"unknown","no"
"36465",37,"admin.","divorced","secondary","no",3975,"yes","no","cellular",11,"may",163,2,-1,0,"unknown","no"
"32036",34,"management","single","tertiary","no",2646,"no","no","cellular",14,"apr",142,1,-1,0,"unknown","yes"
"45075",48,"admin.","married","secondary","no",50,"no","yes","cellular",21,"oct",419,1,-1,0,"unknown","yes"
"5624",44,"blue-collar","married","primary","no",-315,"yes","no","unknown",23,"may",90,3,-1,0,"unknown","no"
"16781",41,"management","married","secondary","no",3096,"yes","no","cellular",24,"jul",273,6,-1,0,"unknown","no"
"41378",39,"management","married","tertiary","no",119,"yes","no","cellular",1,"sep",265,2,476,4,"success","yes"
"28538",30,"management","married","tertiary","no",350,"no","no","cellular",29,"jan",328,2,-1,0,"unknown","no"
"4221",55,"technician","married","secondary","no",978,"yes","no","unknown",19,"may",259,1,-1,0,"unknown","no"
"32386",35,"admin.","divorced","secondary","no",951,"yes","no","cellular",16,"apr",567,2,-1,0,"unknown","no"
"33897",31,"technician","single","secondary","no",4105,"no","no","cellular",30,"apr",264,1,-1,0,"unknown","no"
"30173",59,"blue-collar","divorced","secondary","no",1774,"no","yes","cellular",5,"feb",14,9,-1,0,"unknown","no"
"32692",39,"admin.","married","secondary","no",260,"yes","no","cellular",17,"apr",146,1,281,1,"failure","no"
"13987",26,"management","single","tertiary","no",45,"no","no","cellular",10,"jul",1187,3,-1,0,"unknown","yes"
"42152",29,"admin.","single","secondary","no",2,"no","no","cellular",4,"nov",85,1,142,1,"failure","no"
"30531",34,"entrepreneur","married","tertiary","no",1076,"yes","no","cellular",5,"feb",136,10,-1,0,"unknown","yes"
"1497",50,"management","divorced","tertiary","no",704,"yes","no","unknown",8,"may",233,2,-1,0,"unknown","no"
"6472",34,"blue-collar","single","secondary","no",-96,"yes","no","unknown",27,"may",153,2,-1,0,"unknown","no"
"21521",60,"admin.","married","secondary","no",3043,"no","no","cellular",19,"aug",235,3,-1,0,"unknown","no"
"20780",50,"self-employed","married","secondary","no",36,"no","no","cellular",13,"aug",104,10,-1,0,"unknown","no"
"40782",23,"student","single","tertiary","no",0,"no","no","cellular",10,"aug",213,1,-1,0,"unknown","yes"
"42634",49,"management","married","tertiary","no",1093,"yes","yes","cellular",12,"jan",243,2,91,2,"success","yes"
"35215",33,"services","single","secondary","no",1646,"yes","no","telephone",7,"may",317,2,-1,0,"unknown","no"
"25273",31,"management","single","tertiary","no",874,"yes","no","cellular",18,"nov",190,2,-1,0,"unknown","no"
"25389",40,"management","married","tertiary","no",6008,"yes","no","cellular",18,"nov",989,1,-1,0,"unknown","no"
"11620",41,"blue-collar","married","primary","no",246,"no","no","unknown",19,"jun",683,3,-1,0,"unknown","yes"
"12302",58,"blue-collar","divorced","secondary","no",314,"no","no","unknown",25,"jun",67,2,-1,0,"unknown","no"
"40687",38,"admin.","married","tertiary","no",4297,"no","no","cellular",7,"aug",206,2,-1,0,"unknown","yes"
"36930",48,"services","divorced","secondary","no",201,"yes","no","cellular",12,"may",242,3,371,2,"failure","no"
"23729",43,"technician","divorced","tertiary","no",0,"no","no","cellular",28,"aug",142,10,-1,0,"unknown","no"
"5890",37,"blue-collar","married","primary","no",-88,"yes","no","unknown",26,"may",225,1,-1,0,"unknown","no"
"22874",52,"technician","married","secondary","no",981,"no","no","cellular",25,"aug",43,4,-1,0,"unknown","no"
"18340",41,"technician","married","secondary","no",799,"no","no","cellular",31,"jul",125,6,-1,0,"unknown","no"
"40783",63,"retired","married","unknown","no",538,"no","no","cellular",11,"aug",373,2,-1,0,"unknown","no"
"27054",50,"self-employed","divorced","tertiary","no",1390,"no","no","cellular",21,"nov",55,2,-1,0,"unknown","no"
"19157",45,"services","married","secondary","no",0,"no","no","cellular",5,"aug",196,2,-1,0,"unknown","no"
"41229",50,"technician","married","secondary","no",3370,"no","no","cellular",21,"aug",531,2,80,2,"success","yes"
"9579",35,"management","single","tertiary","no",68,"no","no","unknown",6,"jun",1085,1,-1,0,"unknown","yes"
"30940",29,"technician","single","secondary","no",28,"no","no","cellular",9,"feb",96,2,-1,0,"unknown","no"
"43323",22,"self-employed","single","tertiary","no",780,"no","no","cellular",17,"mar",272,3,-1,0,"unknown","yes"
"22205",48,"technician","divorced","secondary","no",0,"no","no","cellular",21,"aug",76,4,-1,0,"unknown","no"
"34007",34,"management","married","tertiary","no",4859,"no","no","cellular",30,"apr",113,1,37,1,"other","no"
"20024",36,"technician","divorced","secondary","no",1,"no","no","cellular",8,"aug",1242,3,-1,0,"unknown","yes"
"44030",35,"unemployed","married","secondary","no",978,"no","no","cellular",29,"jun",660,2,182,6,"success","yes"
"40306",31,"technician","married","unknown","no",14533,"no","no","cellular",16,"jun",245,2,-1,0,"unknown","yes"
"30480",48,"blue-collar","married","secondary","no",426,"yes","yes","cellular",5,"feb",153,2,177,2,"failure","no"
"19442",39,"management","single","tertiary","no",0,"no","no","cellular",6,"aug",135,2,-1,0,"unknown","no"
"34325",28,"blue-collar","single","secondary","no",3817,"yes","no","cellular",4,"may",528,3,-1,0,"unknown","no"
"42805",56,"retired","divorced","primary","no",694,"no","no","cellular",29,"jan",144,1,102,1,"other","yes"
"11487",49,"blue-collar","married","primary","no",98,"no","yes","unknown",19,"jun",534,1,-1,0,"unknown","no"
"43735",52,"management","married","tertiary","no",583,"no","no","cellular",17,"may",376,1,181,3,"success","yes"
"4859",36,"management","married","secondary","no",873,"yes","no","unknown",21,"may",210,1,-1,0,"unknown","no"
"10226",57,"management","married","tertiary","no",1571,"no","no","unknown",11,"jun",230,13,-1,0,"unknown","no"
"27513",30,"technician","single","secondary","no",2734,"no","no","cellular",21,"nov",459,3,-1,0,"unknown","yes"
"7926",22,"blue-collar","single","secondary","no",-189,"yes","no","unknown",30,"may",59,3,-1,0,"unknown","no"
"24566",41,"self-employed","married","secondary","yes",0,"yes","no","cellular",17,"nov",789,1,-1,0,"unknown","yes"
"1992",44,"unemployed","married","secondary","no",-407,"yes","no","unknown",9,"may",119,2,-1,0,"unknown","no"
"25895",44,"blue-collar","married","primary","no",612,"yes","yes","cellular",19,"nov",131,1,-1,0,"unknown","no"
"41149",34,"management","single","tertiary","no",5,"no","no","cellular",18,"aug",370,2,-1,0,"unknown","yes"
"19135",38,"technician","married","tertiary","no",202,"no","no","cellular",5,"aug",1311,2,-1,0,"unknown","yes"
"17315",51,"blue-collar","married","secondary","no",224,"yes","yes","cellular",28,"jul",231,5,-1,0,"unknown","no"
"9636",46,"housemaid","married","primary","no",1676,"no","no","unknown",6,"jun",56,2,-1,0,"unknown","no"
"21043",33,"management","single","tertiary","no",336,"no","no","cellular",14,"aug",220,2,-1,0,"unknown","no"
"9505",37,"blue-collar","divorced","secondary","no",33,"yes","no","unknown",6,"jun",326,1,-1,0,"unknown","no"
"30007",59,"blue-collar","married","primary","no",616,"no","no","cellular",4,"feb",253,3,215,2,"other","no"
"37065",29,"blue-collar","married","secondary","no",912,"yes","no","cellular",13,"may",785,1,-1,0,"unknown","no"
"31747",51,"blue-collar","married","secondary","no",4787,"yes","no","cellular",7,"apr",895,1,-1,0,"unknown","yes"
"34791",36,"management","single","secondary","no",532,"yes","no","cellular",6,"may",50,1,-1,0,"unknown","no"
"21889",34,"management","married","tertiary","no",0,"no","no","cellular",20,"aug",263,2,-1,0,"unknown","no"
"40439",39,"admin.","divorced","secondary","no",19,"yes","no","cellular",2,"jul",503,2,147,5,"success","yes"
"17784",47,"management","married","tertiary","no",2889,"no","no","telephone",29,"jul",259,12,-1,0,"unknown","no"
"43512",43,"self-employed","married","tertiary","no",3157,"no","no","cellular",21,"apr",381,2,330,17,"other","no"
"26520",33,"admin.","married","secondary","no",2711,"no","no","cellular",20,"nov",184,1,104,1,"failure","no"
"33056",46,"services","married","secondary","no",9077,"yes","no","cellular",17,"apr",427,2,337,1,"failure","no"
"17486",27,"blue-collar","single","primary","no",1,"yes","no","cellular",28,"jul",120,6,-1,0,"unknown","no"
"24350",56,"management","married","primary","no",-155,"yes","no","cellular",17,"nov",282,1,-1,0,"unknown","no"
"38321",24,"student","single","secondary","no",2,"no","no","cellular",15,"may",48,1,-1,0,"unknown","no"
"23741",59,"retired","married","primary","no",4450,"no","no","cellular",28,"aug",106,3,-1,0,"unknown","no"
"4618",34,"technician","single","secondary","no",692,"yes","no","unknown",20,"may",254,1,-1,0,"unknown","no"
"13178",45,"management","divorced","tertiary","no",854,"no","yes","cellular",8,"jul",730,1,-1,0,"unknown","yes"
"5366",56,"retired","married","secondary","no",397,"yes","no","unknown",23,"may",252,1,-1,0,"unknown","no"
"19780",31,"management","single","tertiary","no",30,"no","no","cellular",8,"aug",161,2,-1,0,"unknown","no"
"6720",36,"blue-collar","married","secondary","no",21,"yes","no","unknown",28,"may",89,1,-1,0,"unknown","no"
"18686",45,"technician","divorced","secondary","no",72,"yes","no","cellular",31,"jul",115,5,-1,0,"unknown","no"
"8358",47,"services","married","secondary","no",344,"yes","no","unknown",3,"jun",87,1,-1,0,"unknown","no"
"5697",37,"services","married","primary","no",0,"yes","no","unknown",26,"may",581,1,-1,0,"unknown","no"
"41393",51,"management","married","tertiary","no",2635,"no","no","cellular",1,"sep",181,1,98,2,"failure","yes"
"40681",67,"retired","married","tertiary","no",701,"no","no","cellular",6,"aug",254,2,-1,0,"unknown","yes"
"16524",38,"entrepreneur","married","tertiary","no",0,"no","no","cellular",23,"jul",532,2,-1,0,"unknown","yes"
"1971",34,"admin.","single","secondary","no",391,"yes","no","unknown",9,"may",192,2,-1,0,"unknown","no"
"18320",50,"blue-collar","married","unknown","no",2284,"yes","no","telephone",31,"jul",1088,17,-1,0,"unknown","yes"
"23851",37,"management","married","tertiary","no",5,"no","no","cellular",29,"aug",36,2,-1,0,"unknown","no"
"3452",47,"admin.","divorced","primary","no",357,"yes","yes","unknown",15,"may",134,1,-1,0,"unknown","no"
"20361",51,"blue-collar","married","primary","no",541,"no","no","cellular",11,"aug",663,3,-1,0,"unknown","yes"
"3374",58,"management","divorced","tertiary","no",577,"no","no","unknown",15,"may",1244,3,-1,0,"unknown","no"
"35577",37,"blue-collar","married","secondary","no",-158,"yes","yes","cellular",7,"may",892,2,-1,0,"unknown","no"
"772",50,"blue-collar","married","primary","no",156,"yes","no","unknown",7,"may",117,3,-1,0,"unknown","no"
"6609",39,"blue-collar","married","secondary","no",5222,"yes","no","unknown",28,"may",102,1,-1,0,"unknown","no"
"17599",49,"admin.","divorced","secondary","no",1697,"no","yes","cellular",29,"jul",184,4,-1,0,"unknown","no"
"11839",29,"blue-collar","single","secondary","no",908,"yes","no","unknown",20,"jun",1663,1,-1,0,"unknown","yes"
"28808",29,"technician","married","tertiary","no",197,"yes","no","cellular",30,"jan",103,2,-1,0,"unknown","no"
"10493",36,"services","married","secondary","no",5000,"no","no","unknown",16,"jun",177,5,-1,0,"unknown","no"
"42442",80,"retired","married","secondary","no",462,"no","no","cellular",7,"dec",127,2,-1,0,"unknown","no"
"22218",52,"services","married","secondary","no",0,"no","no","cellular",21,"aug",202,4,-1,0,"unknown","no"
"23088",48,"management","single","tertiary","no",505,"no","no","cellular",26,"aug",320,5,-1,0,"unknown","no"
"35969",42,"management","married","tertiary","no",-556,"yes","yes","cellular",8,"may",682,3,347,3,"failure","yes"
"15933",47,"admin.","married","secondary","no",290,"yes","no","cellular",22,"jul",1352,2,-1,0,"unknown","yes"
"35862",56,"blue-collar","divorced","primary","no",-9,"yes","yes","cellular",8,"may",728,1,-1,0,"unknown","yes"
"13126",28,"admin.","single","unknown","no",2736,"no","no","cellular",8,"jul",705,1,-1,0,"unknown","yes"
"16237",45,"admin.","married","secondary","no",295,"yes","no","cellular",23,"jul",92,1,-1,0,"unknown","no"
"36454",40,"housemaid","married","secondary","no",4136,"yes","no","cellular",11,"may",508,3,173,5,"failure","no"
"13258",31,"admin.","single","secondary","yes",4,"yes","yes","cellular",8,"jul",144,1,-1,0,"unknown","no"
"8613",43,"blue-collar","married","unknown","no",705,"yes","no","unknown",3,"jun",80,4,-1,0,"unknown","no"
"22570",31,"housemaid","single","tertiary","no",0,"no","no","cellular",22,"aug",78,3,-1,0,"unknown","no"
"42009",69,"retired","divorced","secondary","no",4572,"no","no","telephone",27,"oct",146,2,56,1,"other","yes"
"6417",42,"blue-collar","married","secondary","no",68,"yes","no","unknown",27,"may",198,1,-1,0,"unknown","no"
"29590",51,"housemaid","married","primary","no",605,"no","no","cellular",3,"feb",91,2,159,14,"failure","no"
"1048",30,"technician","single","tertiary","no",60,"yes","yes","unknown",7,"may",306,5,-1,0,"unknown","no"
"3166",43,"technician","divorced","tertiary","no",123,"no","no","unknown",14,"may",279,2,-1,0,"unknown","no"
"33838",46,"management","married","tertiary","no",213,"no","no","telephone",27,"apr",151,3,-1,0,"unknown","no"
"28700",49,"management","married","tertiary","no",342,"no","no","cellular",30,"jan",433,2,228,1,"failure","no"
"5331",36,"admin.","married","secondary","no",-118,"yes","yes","unknown",23,"may",263,2,-1,0,"unknown","no"
"36538",35,"blue-collar","married","unknown","no",-465,"no","no","cellular",12,"may",158,1,351,1,"failure","no"
"28619",38,"technician","single","secondary","no",211,"yes","no","cellular",29,"jan",236,2,-1,0,"unknown","no"
"31566",42,"technician","married","tertiary","no",782,"no","no","cellular",3,"apr",285,1,-1,0,"unknown","no"
"8018",36,"services","married","secondary","no",2984,"yes","no","unknown",2,"jun",394,1,-1,0,"unknown","yes"
"22185",32,"management","single","tertiary","no",46,"no","no","cellular",21,"aug",788,6,-1,0,"unknown","yes"
"13440",40,"blue-collar","married","primary","no",665,"yes","no","cellular",9,"jul",781,1,-1,0,"unknown","yes"
"44430",42,"management","married","tertiary","no",372,"yes","no","cellular",4,"aug",153,3,1,2,"success","yes"
"44782",62,"retired","married","tertiary","no",2557,"yes","no","cellular",14,"sep",211,1,216,7,"success","yes"
"17095",51,"blue-collar","married","primary","no",0,"yes","yes","cellular",25,"jul",946,3,-1,0,"unknown","yes"
"42635",21,"student","single","secondary","no",2488,"no","no","telephone",12,"jan",661,2,92,1,"success","yes"
"15945",25,"entrepreneur","married","tertiary","no",38,"yes","no","cellular",22,"jul",278,5,-1,0,"unknown","no"
"23332",44,"management","married","tertiary","no",1138,"no","no","cellular",27,"aug",523,3,-1,0,"unknown","yes"
"19095",51,"admin.","married","secondary","no",949,"no","no","cellular",5,"aug",1092,1,-1,0,"unknown","yes"
"19530",34,"technician","married","tertiary","no",4953,"no","no","cellular",7,"aug",235,2,-1,0,"unknown","no"
"45150",38,"technician","married","tertiary","no",88,"no","no","cellular",8,"nov",282,2,186,4,"success","yes"
"11630",45,"technician","married","primary","no",3388,"no","no","unknown",19,"jun",36,7,-1,0,"unknown","no"
"15211",51,"services","married","secondary","no",2904,"yes","no","cellular",17,"jul",410,3,-1,0,"unknown","no"
"19467",52,"entrepreneur","married","secondary","no",0,"no","no","cellular",7,"aug",82,2,-1,0,"unknown","no"
"41696",30,"technician","single","secondary","no",158,"no","no","cellular",6,"oct",144,1,-1,0,"unknown","yes"
"24622",56,"housemaid","married","primary","no",1168,"no","no","telephone",17,"nov",673,2,-1,0,"unknown","no"
"14264",42,"technician","married","secondary","no",682,"yes","no","cellular",14,"jul",285,2,-1,0,"unknown","no"
"26533",52,"unemployed","married","secondary","no",105,"no","no","cellular",20,"nov",96,1,-1,0,"unknown","no"
"28263",34,"technician","married","tertiary","no",16992,"yes","no","cellular",29,"jan",71,1,245,1,"failure","no"
"41173",29,"management","single","tertiary","no",2531,"no","no","cellular",19,"aug",634,1,-1,0,"unknown","yes"
"27818",33,"management","married","tertiary","no",373,"no","no","cellular",28,"jan",384,1,-1,0,"unknown","no"
"35762",31,"management","single","secondary","no",1090,"yes","no","cellular",8,"may",50,1,303,1,"failure","no"
"21309",55,"housemaid","married","primary","no",211,"no","no","cellular",18,"aug",111,3,-1,0,"unknown","no"
"37515",38,"blue-collar","married","primary","no",4406,"yes","no","telephone",13,"may",689,2,-1,0,"unknown","yes"
"13310",26,"blue-collar","single","secondary","no",-128,"no","yes","cellular",8,"jul",392,2,-1,0,"unknown","no"
"41187",59,"management","married","tertiary","no",2239,"no","no","cellular",20,"aug",377,6,90,1,"success","yes"
"37663",56,"blue-collar","married","primary","no",828,"yes","no","cellular",14,"may",214,1,349,1,"failure","no"
"29141",41,"management","single","tertiary","no",-24,"yes","no","cellular",2,"feb",437,1,-1,0,"unknown","no"
"35318",60,"blue-collar","married","secondary","no",322,"yes","no","cellular",7,"may",63,1,-1,0,"unknown","no"
"19146",30,"technician","married","secondary","no",66,"no","yes","cellular",5,"aug",239,1,-1,0,"unknown","no"
"8911",26,"blue-collar","single","primary","no",3342,"yes","no","unknown",4,"jun",329,4,-1,0,"unknown","no"
"33536",42,"blue-collar","married","primary","no",1978,"yes","no","cellular",20,"apr",68,4,-1,0,"unknown","no"
"727",42,"services","divorced","secondary","no",55,"yes","no","unknown",6,"may",176,5,-1,0,"unknown","no"
"43252",76,"retired","divorced","primary","no",802,"no","no","cellular",9,"mar",241,1,181,5,"success","yes"
"20113",56,"management","married","tertiary","no",705,"no","yes","cellular",11,"aug",86,2,-1,0,"unknown","no"
"27318",44,"management","married","secondary","no",1138,"yes","no","cellular",21,"nov",116,2,-1,0,"unknown","no"
"44375",55,"technician","married","unknown","no",240,"yes","no","cellular",2,"aug",108,3,277,1,"success","yes"
"39000",33,"admin.","married","secondary","no",48,"yes","no","cellular",18,"may",164,5,294,3,"failure","no"
"7209",44,"blue-collar","married","secondary","no",776,"yes","no","unknown",29,"may",306,1,-1,0,"unknown","no"
"29176",41,"housemaid","married","primary","no",1332,"no","no","telephone",2,"feb",122,3,-1,0,"unknown","no"
"31220",49,"management","married","tertiary","no",2881,"no","no","cellular",2,"mar",120,3,-1,0,"unknown","yes"
"21221",57,"retired","married","secondary","no",2774,"no","no","cellular",18,"aug",299,6,-1,0,"unknown","no"
"3227",42,"technician","single","tertiary","no",2157,"yes","yes","unknown",15,"may",260,1,-1,0,"unknown","no"
"45148",42,"admin.","divorced","secondary","no",490,"yes","no","cellular",8,"nov",212,1,97,5,"other","no"
"12578",47,"admin.","married","secondary","no",1156,"no","yes","unknown",3,"jul",74,5,-1,0,"unknown","no"
"18717",58,"blue-collar","divorced","primary","no",8218,"yes","no","cellular",31,"jul",124,10,-1,0,"unknown","no"
"23792",37,"management","married","tertiary","no",4293,"yes","no","cellular",29,"aug",150,2,-1,0,"unknown","no"
"43786",29,"unemployed","single","tertiary","no",70,"no","no","cellular",25,"may",393,1,-1,0,"unknown","yes"
"26137",41,"technician","single","tertiary","no",0,"yes","no","cellular",19,"nov",635,6,-1,0,"unknown","no"
"38746",34,"technician","married","tertiary","no",3743,"yes","no","cellular",18,"may",722,4,-1,0,"unknown","yes"
"29563",55,"management","married","secondary","no",964,"no","no","cellular",3,"feb",66,3,-1,0,"unknown","no"
"25115",57,"entrepreneur","married","tertiary","no",729,"no","no","cellular",18,"nov",475,1,-1,0,"unknown","no"
"41307",28,"management","single","tertiary","no",223,"yes","no","telephone",27,"aug",157,2,119,1,"other","yes"
"31092",36,"admin.","married","secondary","no",953,"yes","no","cellular",17,"feb",38,1,-1,0,"unknown","no"
"43883",63,"retired","divorced","secondary","no",1490,"no","no","cellular",8,"jun",506,1,-1,0,"unknown","yes"
